type,zavid,matzavid,maticna,region,municipality,name,address,post,post.office,openstreetmap,slid,phone,fax,email,website,geo.lat,geo.lon
PV,24157,1119,5057175005,lj,Ljubljana,"Vrtec Zelena jama, Enota Vejica",Preglov trg 10,1000,Ljubljana,,,,,,,46.05264,14.55725
PV,12789,12789,5083389001,lj,Ljubljana,"Osnovna šola Danile Kumar, International Kindergarten",Gogalova ulica 15,1000,Ljubljana,,,01 563 68 34,,,,46.08715,14.51076
PV,1211,1211,5102324000,lj,Ljubljana,Vrtec Mojca Ljubljana,Levičnikova ulica 11,1000,Ljubljana,,,"01 513 34 23, 01 513 34 10",01 513 34 20,vrtec.mojca@guest.arnes.si,http://www.vrtec-mojca.com,46.07397,14.47319
PV,14709,1211,5102324001,lj,Ljubljana,VRTEC MOJCA ENOTA MUCA,Zoletova ulica 6,1000,Ljubljana,,,"01 513 34 60, 01 513 34 63",01 513 34 20,vrtec.mojca@guest.arnes.si,,46.07732,14.46545
PV,14710,1211,5102324002,lj,Ljubljana,VRTEC MOJCA ENOTA KEKEC,Klopčičeva ulica 5,1000,Ljubljana,,,"01 513 34 50,01 513 34 56",01 513 34 58,vrtec.mojca@guest.arnes.si,,46.08061,14.47716
PV,15029,1211,5102324003,lj,Ljubljana,VRTEC MOJCA ENOTA MOJCA,Levičnikova ulica 11,1000,Ljubljana,,,"01 513 34 17, 01 513 34 10",01 513 34 20,vrtec.mojca@guest.arnes.si,http://www.vrtec-mojca.si,46.07397,14.47319
PV,14711,1211,5102324005,lj,Ljubljana,VRTEC MOJCA ENOTA TINKARA,Pečnikova ulica 11,1000,Ljubljana,,,01 513 34 40,01 513 34 20,vrtec.mojca@guest.arnes.si,,46.08499,14.47027
PV,14712,1211,5102324008,lj,Ljubljana,VRTEC MOJCA ENOTA ROŽLE,Ulica bratov Učakar 64,1000,Ljubljana,,,"01 513 34 30,01 513 34 31",01 513 34 20,vrtec.mojca@guest.arnes.si,,46.07216,14.47257
PV,3674,3674,5227798000,lj,Ljubljana,Viški vrtci,Jamova cesta 23,1000,Ljubljana,,,01 244 51 40,01 244 51 56,info@viskivrtci.si,http://www.viskivrtci.si,46.04375,14.49080
PV,16870,3674,5227798001,lj,Ljubljana,"Viški vrtci, enota Jamova",Jamova cesta 23,1000,Ljubljana,,,01 244 51 40,01 244 51 56,info@viskivrtci.si,http://www.viskivrtci.si,46.04375,14.49080
PV,16890,3674,5227798002,lj,Ljubljana,"Viški vrtci, enota Bičevje",Vidmarjeva ulica 10,1000,Ljubljana,,,01 244 51 40,01 244 51 56,info@viskivrtci.si,http://www.viskivrtci.si,46.04412,14.48692
PV,16910,3674,5227798003,lj,Ljubljana,"Viški vrtci, enota Rožna dolina",Cesta 27. aprila 12,1000,Ljubljana,,,01 244 51 40,01 244 51 56,info@viskivrtci.si,http://www.viskivrtci.si,46.05423,14.48432
PV,16911,3674,5227798004,lj,Ljubljana,"Viški vrtci, enota Hiša pri ladji",Skapinova ulica 2,1000,Ljubljana,,,01 244 51 40,01 244 51 56,info@viskivrtci.si,http://www.viskivrtci.si,46.05223,14.48594
PV,24055,3674,5227798006,lj,Ljubljana,"Viški vrtci, enota Hiša pri ladji, lokacija Študentski dom",Svetčeva ulica 9,1000,Ljubljana,,,04 136 40 18,,info@viskivrtci.si,http://www.viskivrtci.si,46.05162,14.48769
PV,10050,10050,5249813000,lj,Ljubljana,Vrtec Vodmat,Korytkova ulica 24,1000,Ljubljana,,,01 520 71 00,01 520 71 10,vrtec-vodmat@guest.arnes.si,http://www2.arnes.si/~vvzljvod/,46.05698,14.52339
PV,11909,10050,5249813001,lj,Ljubljana,"Vrtec Vodmat, enota KLINIČNI CENTER",Bohoričeva ulica 36,1000,Ljubljana,,,,,vrtec-vodmat@guest.arnes.si,,46.05506,14.52487
PV,1197,1197,5259266000,lj,Ljubljana,Vrtec Pedenjped,Cerutova ulica 6,1000,Ljubljana,,,01 549 26 14,01 528 18 03,vrtec.pedenjped@guest.arnes.si,http://www2.arnes.si/~vvzljped,46.06188,14.61628
PV,11869,1197,5259266001,lj,Ljubljana,"Vrtec Pedenjped, enota Učenjak",Cesta II. grupe odredov 41,1261,Ljubljana - Dobrunje,,,01 5429 113,,vrtec.pedenjped1@siol.net,,46.03673,14.59600
PV,13549,1197,5259266006,lj,Ljubljana,"Vrtec Pedenjped, Enota Korenjak",Papirniški trg 5,1260,Ljubljana - Polje,,,01 528 36 91,,vrtec.vevce@guest.arnes.si,,46.05056,14.59243
PV,13249,1197,5259266009,lj,Ljubljana,"Vrtec Pedenjped, Enota Radovednež",Ob studencu 11 A,1260,Ljubljana - Polje,,,01 528 24 48,,vrtec.kaselj@guest.arnes.si,,46.05244,14.59674
PV,13569,1197,5259266013,lj,Ljubljana,"Vrtec Pedenjped, Enota Vrtnar",Cerutova ulica 5,1000,Ljubljana,,,01 549 27 11,,vrte.pedenjped@guest.arnes.si,,46.06172,14.61471
PV,13589,1197,5259266015,lj,Ljubljana,"Vrtec Pedenjped, Enota Potepuh",Gabrje pri Jančah 16,1000,Ljubljana,,,01 367 20 93,,vrtecjance@gmail.com,,46.04992,14.70411
PV,17830,1197,5259266016,lj,Ljubljana,"Vrtec Pedenjped, enota Pedenjškrat",Mali Lipoglav 8,1293,Šmarje - Sap,,,03 133 87 48,01 528 18 03,vrtec.lipoglav@siol.net,,45.99273,14.64320
PV,17831,1197,5259266017,lj,Ljubljana,"Vrtec Pedenjped, enota Zalog, oddelek v OŠ Nove Fužine",Preglov trg 8,1000,Ljubljana,,,04 167 62 76,01 528 18 03,vrtec.pedenjped@guest.arnes.si,,46.05227,14.56070
PV,23555,1197,5259266019,lj,Ljubljana,"Vrtec Pedenjped, enota PEDENJCARSTVO",Kašeljska cesta 125,1260,Ljubljana - Polje,,,,01 528 18 03,vrtec.pedenjped@guest.arnes.si,http://www2.arnes.si/~vvzljped,46.05348,14.59136
PV,9231,9231,5642574001,lj,Ljubljana,"Waldorfska šola Ljubljana, enota Vrtec",Streliška ulica 12,1000,Ljubljana,,,,,,,46.04878,14.51200
PV,16750,16750,5642574005,kr,Jesenice,"Waldorfska šola Ljubljana, OE Waldorfski vrtec in šola Gorenjska, Enota Vrtec",Hrušica 5,4276,Hrušica,,,,,,,46.44753,14.02049
PV,16751,16751,5642574006,kr,Radovljica,"Waldorfska šola Ljubljana, OE Waldorfski vrtec in šola Gorenjska, Vrtec Radovljica",Kranjska cesta 4,4240,Radovljica,,,,,,,46.34228,14.17295
PV,19250,19250,5642574011,ms,Murska Sobota,"Waldorfska šola Ljubljana, OE Waldorfski vrtec in šola Pomurje, Enota Vrtec",Tomšičeva ulica 15,9000,Murska Sobota,,,,,,,46.65515,16.15983
PV,18232,18232,5642574013,ce,Celje,"Waldorfska šola Ljubljana, OE Waldorfski vrtec in šola Celje, Enota Vrtec",Breg 3,3000,Celje,,,,,,,46.22340,15.26591
PV,21435,21435,5699827005,lj,Ljubljana,"Zavod Sv. Stanislava, Vrtec Dobrega pastirja",Štula 23,1210,Ljubljana - Šentvid,,,"031 333 455, 01 58 22 350",,vrtec@stanislav.si,http://vrtec.stanislav.si,46.09687,14.47110
PV,1384,1384,5924269000,lj,Ljubljana,Waldorfski vrtec Mavrica,Prušnikova ulica 60,1210,Ljubljana - Šentvid,,,"512 28 40, 051 304 319",512 28 40,mavrica@waldorfski-vrtec.si,http://www.waldorfski-vrtec.si,46.09549,14.46876
PV,1383,1383,5996562000,lj,Ljubljana,Vrtec Nazaret,Mekinčeva ulica 12,1000,Ljubljana,,,01 586 39 56,,vrtec.nazaret@rkc.si,,46.05052,14.54199
PV,18910,1383,5996562001,lj,Ljubljana,Vrtec Nazaret,Mekinčeva ulica 3,1000,Ljubljana,,,01 586 39 56,,,,46.05108,14.54111
PV,21405,21405,6059830000,lj,Ljubljana,"NBK, svetovanje in raziskave, d.o.o., PE Zasebni vrtec, Mini vrtec",Kadilnikova ulica 7,1000,Ljubljana,,,031 317 507,,,,46.07973,14.51412
PV,22175,22175,6301762000,lj,Ljubljana,"Moja zgodba, vzgoja in varstvo predšolskih otrok, d.o.o., PE Zasebni vrtec Fridolin",Poklukarjeva ulica 78,1000,Ljubljana,,,,,,,46.04686,14.47289
PV,21616,21616,6322646000,lj,Ljubljana,"Otroška igralnica Malina d.o.o., PE Zasebni vrtec Malina",Gabrščkova ulica 73,1000,Ljubljana,,,030 394 608,,info@malinamalina.si,,46.04702,14.46988
PV,20756,20756,6353258000,lj,Ljubljana,Zavod zasebni vrtec Bosopet,Litijska cesta 319,1261,Ljubljana - Dobrunje,,,040 884 493,,vrtec.bosopet@gmail.com,,46.03903,14.60503
PV,21517,21517,6378005000,lj,Ljubljana,Montessori - zavod zasebni vrtec Cinca Binca za vzgojo in izobraževanje,Hruševska cesta 48 A,1000,Ljubljana,,,030 318 000,,info@montessorivrtec.si,,46.04349,14.54886
PV,23795,21517,6378005001,lj,Ljubljana,Enota Hiša otrok Cinca Binca - Galjevica,Jalnova ulica 70,1000,Ljubljana,,,,,info@montessoricenter.si,,46.02689,14.52735
PV,21515,21515,6628303000,lj,Ljubljana,Waldorfski zasebni vrtec Lira,Stožice 20,1000,Ljubljana,,,031 753 957,,mojca.macek7@gmail.com,,46.08495,14.52272
PV,21455,21455,6630774000,lj,Ljubljana,"Vrtec Zvezdica, zasebno varstvo otrok, d.o.o.",Rakovniška ulica 5,1000,Ljubljana,,,,,,,46.03696,14.52342
PV,22215,22215,6743161000,lj,Ljubljana,"Vesolje malčkov, zasebni vrtec, d.o.o.",Gerbičeva ulica 90,1000,Ljubljana,,,040 506 442,,,,46.03927,14.48158
PV,22235,22215,6743161001,lj,Ljubljana,"Vesolje malčkov, zasebni vrtec, d.o.o., enota",Gerbičeva ulica 90,1000,Ljubljana,,,040 506 442,,info@vesoljemalckov.si,,46.03927,14.48158
PV,22755,22755,6768318000,lj,Ljubljana,"Zavod Eneja so.p.,",Cesta Dolomitskega odreda 12 A,1000,Ljubljana,,,041 377 388,,zavod.eneja@gmail.com,,46.04063,14.46327
PV,22777,22755,6768318001,lj,Ljubljana,"Zavod Eneja so.p., PE Zasebni vrtec Lunba",Cesta Dolomitskega odreda 12 A,1000,Ljubljana,,,041 377388,,,,46.04063,14.46327
PV,22475,22475,6870465000,lj,Ljubljana,"Modra pikica, Zavod za izobraževanje",Hribovska pot 17,1231,Ljubljana - Črnuče,,,,,,,46.09527,14.57514
PV,23895,22475,6870465001,lj,Ljubljana,"Modra pikica, Zavod za izobraževanje, PE Hiša otrok Bežigrad, zasebni montessori vrtec, enota",Tolstojeva ulica 9 A,1000,Ljubljana,,,,,info@gmail.com,https://modrapikica.si/,46.07652,14.50940
PV,23896,22475,6870465002,lj,Ljubljana,"Modra pikica, Zavod za izobraževanje, PE Hiša otrok Bežigrad 2, zasebni montessori vrtec, enota",Mašera-Spasićeva ulica 8,1000,Ljubljana,,,,,info@modrapikica.si,https://modrapikica.si/,46.07583,14.50857
PV,22775,22775,6969330000,lj,Ljubljana,"Rastem z montessori, zavod za vzgojo in izobraževanje",Laknerjeva ulica 1,1000,Ljubljana,,,031 386457,,info@rastem-z-montessori.si,,46.06986,14.47076
PV,22776,22775,6969330001,lj,Ivančna Gorica,"Rastem z Montessori, zavod, PE Zasebni vrtec Hiša otrok Ivančna Gorica",Ljubljanska cesta 4 A,1295,Ivančna Gorica,,,031 386 457,,info@rastem-z-montessori.si,,45.93817,14.79944
PV,23495,23495,7197675000,lj,Ljubljana,Montessori sanje d.o.o.,Juvanova ulica 27,1000,Ljubljana,,,,,montessori.sanje@gmail.com,,46.02732,14.49549
PV,24195,24195,8001308000,lj,Ljubljana,Montessori za življenje d.o.o.,Gradnikova ulica 1,1000,Ljubljana,,,041 214 732,,info@montessori-za-zivljenje.si,,46.07539,14.44891
PV,24196,24195,8001308001,lj,Ljubljana,"Montessori za življenje d.o.o., PE Sončna hiša otrok, zasebni vrtec",Gradnikova ulica 1,1000,Ljubljana,,,,,,,46.07539,14.44891
PV,1278,1278,5088941001,ce,Ljubno,"Osnovna šola Ljubno ob Savinji, Enota Vrtec pri šoli, Vrtec Ljubno ob Savinji",Cesta v Rastke 10,3333,Ljubno ob Savinji,,,03 839 15 88,03 839 15 86,samo.kramer@guest.arnes.si,http://www.o-ljubno.ce.edus.si/www2/glavna.htm,46.34321,14.83409
PV,1097,1097,5051193000,ms,Ljutomer,VRTEC LJUTOMER,Fulneška ulica 5,9240,Ljutomer,,,02 585 15 50,02 585 15 54,vrtec.ljutomer@guest.arnes.si,http://www.vrtec-ljutomer.si/,46.51744,16.20005
PV,12869,1097,5051193001,ms,Ljutomer,"VRTEC LJUTOMER, VRTEC GRESOVŠČAK",Gresovščak 24,9240,Ljutomer,,,02 582 15 54,02 585 15 54,vrtec.gresovscak@guest.arnes.si,http://www.vrtec-ljutomer.si/,46.49153,16.19715
PV,1136,1136,5084610001,ms,Ljutomer,"Osnovna šola Mala Nedelja, Enota vrtec",Mala Nedelja 37,9243,Mala Nedelja,,,02 585 81 85,02 585 81 80,vrtec-mala.nedelja@guest.arnes.si,http://www2.arnes.si/omnedeljams/,46.52535,16.05486
PV,1137,1137,5084628001,ms,Ljutomer,"Osnovna šola Janka Ribiča Cezanjevci, Enota Vrtec",Cezanjevci 39,9240,Ljutomer,,,02 580 11 15,02 580 14 45,o-jrcezanj.ms@guest.arnes.si,http://www.o-cezanjevci.ms.edus.si/,46.51979,16.15071
PV,3658,3658,5085004001,ms,Ljutomer,"Osnovna šola Stročja vas, Enota Vrtec",Stročja vas 101,9240,Ljutomer,,,02 582 13 54,02 584 86 10,vrtec.strocjavas@guest.arnes.si,http://www.o-strocjavas.si,46.50878,16.22352
PV,1139,1139,5085012001,ms,Ljutomer,"Osnovna šola Ivana Cankarja Ljutomer, enota Vrtec",Cven 3 C,9240,Ljutomer,,,02 58 49 600,,,http://www2.arnes.si/~osmsic13s,46.54943,16.21153
PV,1075,1075,5050294000,lj,Logatec,VRTEC KURIRČEK LOGATEC,Notranjska cesta 7 A,1370,Logatec,,,01 759 04 00,01 759 04 11,vrtec.kurircek@vrtec-logatec.si,http://www.vrtec-logatec.si,45.91569,14.22913
PV,11471,1075,5050294001,lj,Logatec,"VRTEC KURIRČEK LOGATEC, ENOTA HOTEDRŠICA",Hotedršica 120,1372,Hotedršica,,,01 750 74 43,,vrtec.kurircek@vrtec-logatec.si,http://www.vrtec-logatec.si,45.92674,14.14296
PV,11470,1075,5050294002,lj,Logatec,"VRTEC KURIRČEK LOGATEC, ENOTA ROVTE",Rovte 97,1373,Rovte,,,01 750 74 40,,vrtec.kurircek@vrtec-logatec.si,http://www.vrtec-logatec.si,45.98575,14.17825
PV,12149,1075,5050294003,lj,Logatec,VRTEC KURIRČEK LOGATEC - ENOTA TABOR,Gorenjska cesta 1 A,1370,Logatec,,,01 750 04 12,01 759 04 11,vrtec.kurircek@vrtec-logatec.si,http://www.vrtec-logatec.si,45.90919,14.20163
PV,16029,1075,5050294004,lj,Logatec,"VRTEC KURIRČEK LOGATEC, ENOTA TIČNICA",Tržaška cesta 105,1370,Logatec,,,03 175 26 24,01 759 04 11,vrtec.kurircek@vrtec-logatec.si,,45.90988,14.20334
PV,18512,1075,5050294005,lj,Logatec,"VRTEC KURIRČEK LOGATEC, ENOTA POD KOŠEM",Pavšičeva ulica 30,1370,Logatec,,,04 170 50 61,01 759 04 11,vrtec.kurircek@vrtec-logatec.si,http://www.vrtec-logatec.si,45.91930,14.22035
PV,18410,1075,5050294006,lj,Logatec,"VRTEC KURIRČEK LOGATEC, ENOTA LAZE",Laze 57,1370,Logatec,,,01 759 04 00,01 759 04 11,vrtec.kurircek@vrtec-logatec.si,http://www.vrtec-logatec.si,45.85908,14.26729
PV,15069,1075,5050294010,lj,Logatec,"VRTEC KURIRČEK LOGATEC, ENOTA CENTRALNI VRTEC",Notranjska cesta 7 A,1370,Logatec,,,01 759 04 00,01 759 04 11,vrtec.kurircek@vrtec-logatec.si,http://www.vrtec-logatec.si,45.91569,14.22913
PV,1213,1213,5636426000,lj,Logatec,Miklavžev vrtec - župnijski vrtec,Šolska pot 1,1370,Logatec,,,01 750 94 40,01 754 25 55,miklavzev.vrtec@guest.arnes.si,,45.91693,14.22877
PV,16289,16289,3530817000,lj,Log-Dragomer,"Zavod za predšolsko vzgojo ZVEZDICA, Dragomer",Rožna pot 13,1351,Brezovica pri Ljubljani,,,070 842 034,,janja.217@gmail.com,,46.02203,14.38433
PV,20955,16289,3530817001,lj,Ljubljana,"Zavod za predšolsko vzgojo ZVEZDICA, Dragomer, enota",Celovška cesta 108,1000,Ljubljana,,,07 084 20 34,07 084 20 34,janja.217@gmail.com,,46.06991,14.49011
PV,11530,11530,5207045004,lj,Log-Dragomer,"Osnovna šola Log - Dragomer, Enota vrtec Log - Dragomer",Na Grivi 1,1351,Brezovica pri Ljubljani,,,"01 757 13 20, 01 757 13 52, 01 757 13 50",01 757 13 33,group1.osljlog@guest.arnes.si,http://www.osld.si/,46.01786,14.38563
PV,20635,20635,5292743001,lj,Log-Dragomer,"LEILA d.o.o., OE Mala akademija",Vrhniška cesta 12,1351,Brezovica pri Ljubljani,,,01 281 1340,,,,46.01893,14.39028
PV,9901,9901,5089891004,po,Loška dolina,"Osnovna šola heroja Janeza Hribarja Stari trg pri Ložu, Vrtec Polhek",Cesta Notranjskega odreda 32,1386,Stari trg pri Ložu,,,01 707 12 50,01 707 12 60,os.h-janeza-hribarja@guest.arnes.si,http://www2.arnes.si/~osljjh4/,45.71271,14.47288
PV,23416,23416,5089891007,po,Loška dolina,"Osnovna šola heroja Janeza Hribarja Stari trg pri Ložu, Vrtec Polhek, enota Iga vas",Cesta Notranjskega odreda 32,1386,Stari trg pri Ložu,,,01 707 12 50,01 707 12 60,os.h-janeza-hribarja@guest.arnes.si,http://www2.arnes.si/~osljjh4/,45.71271,14.47288
PV,1161,1161,5087422001,nm,Loški Potok,"Osnovna šola dr. Antona Debeljaka Loški potok, Enota Vrtec",Hrib-Loški Potok 101,1318,Loški Potok,,,01 836 70 10,01 836 72 53,os-loskipotok@guest.arnes.si,http://www.os-loskipotok.si,45.70064,14.59078
PV,1058,1058,5085179001,mb,Lovrenc na Pohorju,"Osnovna šola Lovrenc na Pohorju, Vrtec Lovrenc na Pohorju",Šolska ulica 6,2344,Lovrenc na Pohorju,,,02 630 00 26,02 630 00 27,o-lovrenc.mb@guest.arnes.si,,46.54089,15.38765
PV,3742,3742,5085551001,ce,Luče,"Osnovna šola Blaža Arniča Luče, Enota Vrtec Luče",Luče 77,3334,Luče,,,03 777 84 43,03 777 84 46,os-luce@guest.arnes.si,,46.35569,14.74554
PV,11929,11929,5085551003,ce,Solčava,VVE Solčava,Solčava 12,3335,Solčava,,,03 5846 000,,osce-blaz.arnic@guest.arnes.si,http://www.os-luce.si,46.41959,14.69500
PV,1254,1254,5082790002,lj,Lukovica,"Osnovna šola Janka Kersnika Brdo, VVE Medo",Zaboršt 2,1225,Lukovica,,,01 723 50 20,01 723 50 36,osjkbrdo@guest.arnes.si,http://www2.arnes.si/~osljjk1s/,46.16314,14.67071
PV,15329,15329,5082790004,lj,Lukovica,VRTEC MEDO Prevoje,Zaboršt 2,1225,Lukovica,,,01 723 68 72,01 723 68 74,vrtec.medo@siol.net,http://www2.arnes.si/~osljjk5/,46.16314,14.67071
PV,15332,15332,5082790005,lj,Lukovica,VRTEC MEDO Krašnja,Krašnja 14 A,1225,Lukovica,,,03 169 21 71,01 723 40 56,vrtec.medo@siol.net,http://www2.arnes.si/~osljjk5/,46.16803,14.74783
PV,3748,3748,5087074001,mb,Majšperk,"Osnovna šola Majšperk, Vrtec Majšperk",Breg 6 C,2322,Majšperk,,,02 794 51 81,,vvz.majsperk@guest.arnes.si,http://www2.arnes.si/~omajsperkmb/,46.33939,15.73595
PV,12769,12769,1414674000,mb,Maribor,Zavod za razvoj waldorfske pedagogike Maribor,Wilsonova ulica 18,2000,Maribor,,,02 251 63 34,02 620 56 81,waldorf.vrtec@amis.net,,46.56167,15.66367
PV,12749,12749,2087197000,mb,Maribor,"Zavod Antona Martina Slomška, Hiša otrok - vrtec montessori",Vrbanska cesta 30,2000,Maribor,,,059 092 301,059 092 110,vrtec@z-ams.si,http://www.slomskov-zavod.si/index.php/domov-vrtec,46.56883,15.63457
PV,18350,12749,2087197001,mb,Maribor,"Zavod Antona Martina Slomška, Hiša otrok-vrtec montessori, podenota Tezno",Vrablova ulica 21,2000,Maribor,,,051 386 594,059 092 110,,,46.53200,15.67690
PV,20895,20895,3847799000,mb,Maribor,"Zavod Za življenje Maribor, PE Zasebni vrtec Hiša otrok montessori",Tomšičeva ulica 38,2000,Maribor,,,040668585,,,,46.56515,15.65803
PV,19050,19050,3893081001,mb,Maribor,"Inštitut Sofijin izvir Maribor, Zasebni waldorfski vrtec Studenček",Valvasorjeva ulica 94,2000,Maribor,,,02 620 06 08,,info@sofijinizvir.si,http://waldorfska-pedagogika.si,46.55650,15.62955
PV,24095,19050,3893081002,mb,Maribor,"Institut Sofijin izvir, zdravilna pedagogika, Zasebni vrtec Studenček, PE Čarobni vrt",Pekrska cesta 6,2000,Maribor,,,,,,,46.55617,15.61928
PV,1056,1056,5007704000,mb,Maribor,JVIZ Vrtec Otona Župančiča,Oblakova ulica 5,2000,Maribor,,,02 330 24 40,02 330 24 47,stanislava.lesnik@gust.arnes.si,http://www2.arnes.si/~vvzmboz2/,46.54238,15.63218
PV,14949,1056,5007704001,mb,Maribor,"JVIZ OTONA ŽUPANČIČA MARIBOR, OE MEHURČKI",Ulica Arnolda Tovornika 12,2000,Maribor,,,02 330 24 40,02 330 24 47,stanislava.lesnik@gust.arnes.si,,46.53677,15.62777
PV,14950,1056,5007704002,mb,Maribor,"JVIZ Vrtec Otona Župančiča Maribor, OE Lenka",Oblakova ulica 5,2000,Maribor,,,02 330 24 40,02 330 24 47,stanislava.lesnik@gust.arnes.si,,46.54238,15.63218
PV,1076,1076,5050308000,mb,Maribor,Vrtec Borisa Pečeta,Tomšičeva ulica 32,2000,Maribor,,,02 234 32 60,02 234 32 70,vrtec.borisapeceta@guest.arnes.si,http://www.vrtec-borisapeceta.si/,46.56496,15.65661
PV,14669,1076,5050308001,mb,Maribor,"Vrtec Borisa Pečeta, Enota Košaki",Krčevinska ulica 10,2000,Maribor,,,02 234 32 81,,vrtec.borisapeceta@guest.arnes.si,http://www.vrtec-borisapeceta.si/,46.56862,15.65714
PV,14670,1076,5050308002,mb,Maribor,"Vrtec Borisa Pečeta, Enota Kamnica",Vrbanska cesta 93 A,2351,Kamnica,,,02 234 32 80,,,,46.57129,15.61745
PV,14671,1076,5050308003,mb,Maribor,"Vrtec Borisa Pečeta, Enota Bresternica",Na Gaj 4,2354,Bresternica,,,02 234 22 90,,vrtec.borisapeceta@guest.arnes.si,http://www.vrtec-borisapeceta.si/,46.56693,15.57666
PV,1078,1078,5050413000,mb,Maribor,JVIZ Vrtec Ivana Glinška Maribor,Gledališka ulica 6,2000,Maribor,,,"02 234 74 30, 02 234 74 37",02 234 74 31,splet.ig-maribor@guest.arnes.si,,46.56058,15.64471
PV,14449,1078,5050413001,mb,Maribor,"Vrtec Ivana Glinška, enota Pristan",Usnjarska ulica 11,2000,Maribor,,,02 234 74 43,,,,46.55673,15.64717
PV,14450,1078,5050413003,mb,Maribor,"Vrtec Ivana Glinška, enota Gregorčičeva - Krekova",Gregorčičeva ulica 32 A,2000,Maribor,,,02 234 74 42,,,,46.56132,15.64326
PV,14452,1078,5050413004,mb,Maribor,"Vrtec Ivana Glinška Maribor, enota Gledališka",Gledališka ulica 6,2000,Maribor,,,02 234 74 37,02 234 74 31,splet.ig-maribor@guest.arnes.si,,46.56058,15.64471
PV,14453,1078,5050413005,mb,Maribor,"Vrtec Ivana Glinška, enota Ribiška",Ribiška ulica 11,2000,Maribor,,,02 251 10 60,,,,46.55737,15.63985
PV,14454,1078,5050413006,mb,Maribor,"Vrtec Ivana Glinška, enota Smetanova",Smetanova ulica 34 A,2000,Maribor,,,02 235 26 42,,,,46.56057,15.63733
PV,14455,1078,5050413007,mb,Maribor,"Vrtec Ivana Glinška, enota Kosarjeva",Kosarjeva ulica 41,2000,Maribor,,,02 251 49 03,,,,46.56414,15.63426
PV,1080,1080,5050430000,mb,Maribor,Vrtec Jadvige Golež,Betnavska cesta 100,2000,Maribor,,,02 330 23 50,02 330 23 57,,,46.54414,15.63869
PV,18491,1080,5050430002,mb,Maribor,"Vrtec Jadvige Golež, Cesta zmage",Cesta zmage 28,2000,Maribor,,,02 330 23 60,,vrtec@vjg.si,,46.54755,15.63752
PV,18492,1080,5050430003,mb,Maribor,"Vrtec Jadvige Golež, Ob gozdu, Ertlova",Ertlova ulica 3,2000,Maribor,,,02 330 23 64,,vrtec@vjg.si,,46.53841,15.63667
PV,1060,1060,5050456000,mb,Maribor,Vrtec Studenci Maribor,Groharjeva ulica 22,2000,Maribor,,,02 480 36 00,02 480 36 06,marjanca.karba@vrtec-studenci.si,,46.55076,15.62572
PV,10689,1060,5050456011,mb,Maribor,"Vrtec Studenci Maribor, OE Iztokova",Žabotova ulica 10,2000,Maribor,,,,,,,46.55855,15.62354
PV,10690,1060,5050456012,mb,Maribor,"Vrtec Studenci Maribor, OE Pekre",Bezjakova ulica 19,2341,Limbuš,,,,,,,46.54643,15.59361
PV,14169,1060,5050456013,mb,Maribor,"Vrtec Studenci Maribor, OE Radvanje",Grizoldova ulica 3,2000,Maribor,,,02 333 86 11,,vrtec.radvanje@vrtec-studenci.org,,46.53652,15.60253
PV,14170,1060,5050456014,mb,Maribor,"Vrtec Studenci Maribor, OE Limbuš",Šolska ulica 25,2341,Limbuš,,,02 333 86 13,,vrtec.limbus@vrtec-studenci.org,,46.55696,15.57919
PV,14171,1060,5050456015,mb,Maribor,"Vrtec Studenci Maribor, OE Pekrska",Pekrska cesta 16,2000,Maribor,,,02 480 36 09,,,,46.55583,15.61719
PV,1098,1098,5051266000,mb,Maribor,Vrtec Jožice Flander,Focheva ulica 51,2000,Maribor,,,02 330 34 00,02 330 34 04,Vrtec.JoziceFlander@maribor.si,,46.54433,15.64630
PV,12169,1098,5051266001,mb,Maribor,"Vrtec Jožice Flander, OE Fochova",Focheva ulica 51,2000,Maribor,,,02 33 03 400,02 33 03 404,,,46.54433,15.64630
PV,12189,1098,5051266002,mb,Maribor,"Vrtec Jožice Flander, OE VANČKA ŠARHA",Smoletova ulica 7,2000,Maribor,,,02 33 03 416,,,,46.55431,15.64156
PV,12209,1098,5051266003,mb,Maribor,"Vrtec Jožice Flander, OE RAZVANJE",Razvanjska cesta 64,2000,Maribor,,,02 3303421,,,,46.51344,15.63476
PV,1099,1099,5051282000,mb,Maribor,"VRTEC TEZNO- UPRAVA , ENOTA MIŠMAŠ",Dogoška cesta 20,2000,Maribor,,,02 460 02 10,02 460 02 13,vrtec.tezno@guest.arnes.si,,46.52813,15.67563
PV,14029,1099,5051282001,mb,Maribor,"VRTEC TEZNO, ENOTA PEDENJPED VRTEC IN JASLI",Ulica heroja Nandeta 3,2000,Maribor,,,,,vrtec.tezno-pedenjped@guest.arnes.si,,46.53145,15.67089
PV,14030,1099,5051282002,mb,Maribor,VRTEC TEZNO ENOTA LUPINICA VRTEC IN JASLI,Dogoška cesta 20,2000,Maribor,,,02 461 27 60,,vrtec.tezno-lupinica@guest.arnes.si,,46.52813,15.67563
PV,14031,1099,5051282003,mb,Maribor,"VRTEC TEZNO, ENOTA MEHURČKI",Janševa ulica 3,2000,Maribor,,,02 461 14 70,,vrtec.tezno-mehurcki@guest.arnes.si,,46.53797,15.66014
